Alignment_name	No_of_taxa	Alignment_length	Total_matrix_cells	Undetermined_characters	Missing_percent	No_variable_sites	Proportion_variable_sites	Parsimony_informative_sites	Proportion_parsimony_informative	A	C	D	E	F	G	H	I	K	L	M	N	P	Q	R	S	T	V	W	Y	B	J	Z	X	.	*	-	?
HOG0010454	29	277	8033	0	0.0	53	0.191	29	0.105	521	175	429	333	290	664	186	327	522	910	148	159	563	259	568	570	272	703	86	348	0	0	0	0	0	0	0	0
HOG0010455	29	277	8033	2	0.025	77	0.278	38	0.137	497	229	442	425	267	625	210	337	545	860	270	141	493	246	569	533	324	607	59	352	0	0	0	2	0	0	0	0
HOG0010461	27	139	3753	42	1.119	94	0.676	60	0.432	453	2	88	213	104	387	88	260	291	318	76	145	155	71	239	388	102	150	23	158	0	0	0	0	0	0	42	0
HOG0010468	29	200	5800	306	5.276	116	0.58	91	0.455	541	96	281	580	69	374	72	31	350	510	90	123	410	174	555	544	287	239	56	112	0	0	0	0	0	0	306	0
HOG0010470	27	125	3375	12	0.356	20	0.16	11	0.088	330	108	121	67	351	268	1	258	52	461	55	95	135	86	84	200	205	262	108	116	0	0	0	0	0	0	12	0
HOG0010478	29	492	14268	308	2.159	275	0.559	168	0.341	780	336	738	486	602	1008	412	443	679	1673	260	752	872	755	559	1020	818	848	208	711	0	0	0	0	0	0	308	0
HOG0010479	30	533	15990	231	1.445	164	0.308	103	0.193	1028	373	892	666	756	1000	429	668	875	1596	452	1030	929	584	635	1050	970	818	249	759	0	0	0	0	0	0	231	0
HOG0010480	29	715	20735	445	2.146	366	0.512	178	0.249	1357	237	1242	1576	870	1690	422	1113	1474	1467	317	761	895	1047	1013	1157	1071	1381	424	776	0	0	0	0	0	0	445	0
HOG0010481	30	730	21900	459	2.096	295	0.404	199	0.273	1850	148	1428	1442	974	1972	428	888	1123	1571	292	741	967	1156	1320	1270	1407	1434	437	593	0	0	0	3	0	0	456	0
HOG0010488	31	227	7037	215	3.055	85	0.374	56	0.247	418	127	494	543	506	468	138	293	243	602	125	313	350	140	601	414	368	390	0	289	0	0	0	0	0	0	215	0
HOG0010491	22	102	2244	1	0.045	75	0.735	49	0.48	166	88	116	211	194	91	25	130	230	192	74	92	100	41	79	34	65	252	23	40	0	0	0	1	0	0	0	0
HOG0010494	30	169	5070	104	2.051	64	0.379	37	0.219	506	178	414	502	121	239	93	340	156	480	109	259	227	192	174	373	234	279	60	30	0	0	0	0	0	0	104	0
HOG0010515	28	395	11060	370	3.345	212	0.537	122	0.309	732	76	523	573	428	558	315	410	237	683	416	655	993	846	436	1119	459	647	192	392	0	0	0	0	0	0	370	0
HOG0010519	25	368	9200	155	1.685	140	0.38	35	0.095	711	122	339	506	600	636	195	933	558	745	129	322	237	260	297	479	753	804	198	221	0	0	0	1	0	0	154	0
HOG0010526	27	250	6750	194	2.874	98	0.392	64	0.256	624	105	195	302	55	604	571	194	373	808	219	120	477	231	347	749	208	214	26	134	0	0	0	1	0	0	193	0
HOG0010531	28	485	13580	1670	12.297	388	0.8	255	0.526	1298	169	490	667	267	829	493	335	373	1600	246	513	989	905	438	644	554	701	76	323	0	0	0	0	0	0	1670	0
HOG0010533	29	345	10005	337	3.368	222	0.643	160	0.464	582	515	334	599	176	296	267	427	762	1028	284	498	829	388	602	647	344	632	220	238	0	0	0	1	0	0	336	0
HOG0010534	29	320	9280	599	6.455	171	0.534	58	0.181	716	446	341	606	145	510	225	417	653	815	161	476	583	228	560	520	362	528	131	258	0	0	0	0	0	0	599	0
HOG0010537	28	205	5740	63	1.098	167	0.815	155	0.756	307	81	327	260	262	219	110	267	291	794	110	265	278	230	292	453	396	447	86	202	0	0	0	0	0	0	63	0
HOG0010547	29	510	14790	508	3.435	86	0.169	36	0.071	672	573	554	978	586	526	582	360	409	1155	380	571	604	537	1111	1573	819	1118	287	887	0	0	0	0	0	0	508	0
HOG0010555	28	454	12712	642	5.05	154	0.339	84	0.185	878	110	307	426	778	835	254	767	360	1400	404	525	724	360	598	1006	1020	804	156	358	0	0	0	0	0	0	642	0
HOG0010556	30	602	18060	496	2.746	271	0.45	116	0.193	1864	161	720	1092	627	1191	219	672	1307	1965	356	746	958	717	1233	1561	904	877	88	306	0	0	0	0	0	0	496	0
HOG0010568	28	504	14112	1091	7.731	150	0.298	60	0.119	481	430	444	665	702	645	425	765	614	1821	342	746	562	633	584	1121	1071	442	196	332	0	0	0	0	0	0	1091	0
HOG0010570	25	387	9675	98	1.013	242	0.625	192	0.496	435	373	205	209	657	290	234	919	495	1210	318	541	367	218	256	805	718	569	140	618	0	0	0	0	0	0	98	0
HOG0010573	26	561	14586	344	2.358	167	0.298	87	0.155	1329	253	705	875	623	1540	246	968	813	1120	310	466	698	531	830	744	588	1013	53	537	0	0	0	0	0	0	344	0
HOG0010575	30	292	8760	148	1.689	190	0.651	111	0.38	774	173	270	493	306	551	91	174	553	750	129	307	873	505	571	911	228	477	61	415	0	0	0	13	0	0	135	0
HOG0010576	26	301	7826	244	3.118	181	0.601	132	0.439	880	176	193	478	272	824	37	80	335	575	79	147	850	468	534	732	213	326	51	332	0	0	0	11	0	0	233	0
HOG0010577	24	605	14520	491	3.382	237	0.392	129	0.213	1070	412	727	852	595	1089	396	518	758	1405	505	612	515	560	792	983	623	1068	101	448	0	0	0	2	0	0	489	0
HOG0010580	22	491	10802	132	1.222	54	0.11	25	0.051	726	284	690	517	652	793	328	353	682	952	406	586	455	410	410	683	431	895	65	352	0	0	0	0	0	0	132	0
HOG0010594	26	131	3406	7	0.206	65	0.496	43	0.328	103	12	58	80	524	437	6	302	145	646	98	102	79	79	113	186	114	230	31	54	0	0	0	0	0	0	7	0
HOG0010595	29	389	11281	471	4.175	109	0.28	52	0.134	521	116	586	569	775	680	386	517	456	1051	364	678	675	462	703	474	431	543	224	599	0	0	0	0	0	0	471	0
HOG0010596	27	380	10260	728	7.096	132	0.347	74	0.195	379	130	468	579	669	664	312	584	523	824	307	620	594	328	534	432	366	534	162	523	0	0	0	0	0	0	728	0
HOG0010599	30	294	8820	215	2.438	134	0.456	85	0.289	364	87	593	428	378	592	228	636	643	922	260	217	715	313	425	414	328	586	74	402	0	0	0	0	0	0	215	0
HOG0010600	27	359	9693	0	0.0	8	0.022	6	0.017	729	351	405	702	299	459	166	428	642	1212	138	321	459	432	708	675	378	679	189	321	0	0	0	0	0	0	0	0
HOG0010601	29	359	10411	0	0.0	38	0.106	8	0.022	787	376	432	756	322	465	258	426	750	1194	203	432	493	436	724	750	324	763	203	317	0	0	0	0	0	0	0	0
HOG0010602	29	177	5133	256	4.987	143	0.808	106	0.599	268	455	190	424	125	151	91	282	275	484	82	125	248	122	379	387	239	248	114	188	0	0	0	0	0	0	256	0
HOG0010603	27	161	4347	3	0.069	76	0.472	55	0.342	255	387	102	424	119	185	31	198	427	401	113	228	118	136	364	249	163	251	85	108	0	0	0	0	0	0	3	0
HOG0010605	27	305	8235	203	2.465	99	0.325	40	0.131	592	104	325	502	161	647	726	160	384	662	142	270	616	492	479	994	320	217	80	159	0	0	0	1	0	0	202	0
HOG0010607	28	296	8288	354	4.271	196	0.662	134	0.453	461	285	685	522	303	525	135	270	499	379	151	154	654	241	681	955	334	360	135	205	0	0	0	0	0	0	354	0
HOG0010610	29	248	7192	243	3.379	94	0.379	23	0.093	784	109	190	581	234	407	214	146	406	771	29	226	465	377	618	550	240	286	145	171	0	0	0	2	0	0	241	0
HOG0010621	30	281	8430	131	1.554	113	0.402	34	0.121	566	65	304	301	415	801	98	707	364	963	199	188	300	354	551	556	482	654	164	267	0	0	0	0	0	0	131	0
HOG0010628	26	371	9646	30	0.311	221	0.596	94	0.253	879	340	364	318	668	579	253	476	347	1223	278	323	339	145	421	871	600	603	218	371	0	0	0	0	0	0	30	0
HOG0010631	27	424	11448	421	3.677	299	0.705	175	0.413	806	273	388	557	398	617	403	365	567	843	281	323	1361	443	578	1155	757	518	55	339	0	0	0	0	0	0	421	0
HOG0010634	26	755	19630	21	0.107	355	0.47	221	0.293	1462	545	854	1240	841	797	527	1140	1101	2857	436	863	703	1079	913	1444	990	1209	184	424	0	0	0	1	0	0	20	0
HOG0010644	26	248	6448	491	7.615	198	0.798	138	0.556	387	85	148	201	223	520	172	136	271	378	110	124	954	147	492	681	360	239	40	289	0	0	0	0	0	0	491	0
HOG0010645	26	315	8190	377	4.603	259	0.822	197	0.625	467	142	315	558	383	519	220	414	544	773	137	447	420	342	233	600	372	450	194	283	0	0	0	0	0	0	377	0
HOG0010647	29	363	10527	615	5.842	263	0.725	162	0.446	1171	134	271	420	354	857	235	259	234	710	253	307	1176	415	777	1160	339	285	60	495	0	0	0	0	0	0	615	0
HOG0010648	27	407	10989	786	7.153	240	0.59	151	0.371	1113	148	244	369	344	1200	223	262	290	849	184	386	1298	614	656	898	337	267	54	467	0	0	0	1	0	0	785	0
HOG0010651	28	505	14140	390	2.758	435	0.861	359	0.711	1210	104	500	762	327	944	403	504	633	1394	296	393	1205	1053	973	1392	542	896	121	98	0	0	0	0	0	0	390	0
HOG0010654	29	143	4147	144	3.472	97	0.678	49	0.343	293	12	263	399	163	253	37	243	559	465	286	100	181	104	112	149	167	97	3	117	0	0	0	0	0	0	144	0
HOG0010664	21	130	2730	25	0.916	61	0.469	7	0.054	274	29	139	148	3	190	131	122	125	416	42	81	151	307	63	252	69	122	0	41	0	0	0	0	0	0	25	0
HOG0010692	27	372	10044	62	0.617	192	0.516	127	0.341	646	207	827	750	418	811	325	585	675	895	209	341	256	233	475	1008	436	603	111	171	0	0	0	0	0	0	62	0
HOG0010700	23	736	16928	840	4.962	419	0.569	320	0.435	1355	377	812	1186	629	1054	450	702	993	1493	315	458	805	787	1318	1094	807	1005	119	329	0	0	0	0	0	0	840	0
HOG0010706	28	440	12320	16	0.13	103	0.234	67	0.152	810	280	472	476	460	766	294	366	764	1541	334	328	804	608	833	955	470	1021	168	554	0	0	0	3	0	0	13	0
HOG0010707	28	209	5852	114	1.948	117	0.56	87	0.416	252	146	233	389	100	291	219	181	494	672	209	335	278	379	352	487	372	183	81	85	0	0	0	0	0	0	114	0
HOG0010716	25	323	8075	96	1.189	161	0.498	92	0.285	569	328	393	582	316	338	129	304	334	1016	195	216	406	515	288	723	557	348	123	299	0	0	0	0	0	0	96	0
HOG0010726	27	841	22707	1419	6.249	356	0.423	249	0.296	1165	320	1250	2116	1172	828	472	1318	1972	1912	820	1070	823	853	786	837	1147	1314	286	827	0	0	0	6	0	0	1413	0
HOG0010727	26	834	21684	1213	5.594	443	0.531	218	0.261	1166	348	1186	1909	1149	878	519	1164	1548	1989	779	965	724	887	768	1018	1100	1329	277	768	0	0	0	1	0	0	1212	0
HOG0010744	28	479	13412	198	1.476	314	0.656	237	0.495	951	244	797	883	525	644	424	555	653	1541	235	410	1021	723	892	546	585	1061	145	379	0	0	0	0	0	0	198	0
HOG0010746	25	181	4525	168	3.713	92	0.508	33	0.182	217	65	483	348	283	116	51	206	314	461	183	201	241	102	239	208	216	225	6	192	0	0	0	0	0	0	168	0
HOG0010759	22	105	2310	10	0.433	66	0.629	40	0.381	115	243	127	61	121	179	92	115	102	263	90	44	170	39	123	185	69	83	47	32	0	0	0	0	0	0	10	0
HOG0010761	25	121	3025	49	1.62	27	0.223	5	0.041	55	25	140	256	162	77	75	202	219	234	94	102	190	242	207	212	106	250	2	126	0	0	0	0	0	0	49	0
HOG0010772	24	396	9504	502	5.282	278	0.702	145	0.366	375	244	148	337	601	348	295	657	292	1179	346	377	469	173	500	818	475	762	182	424	0	0	0	0	0	0	502	0
HOG0010774	28	181	5068	101	1.993	82	0.453	59	0.326	465	201	201	353	121	402	72	132	214	527	73	172	246	206	527	437	235	294	1	88	0	0	0	0	0	0	101	0
HOG0010775	29	185	5365	46	0.857	85	0.459	63	0.341	435	129	220	380	168	440	158	175	279	447	90	200	356	160	516	654	295	97	2	118	0	0	0	2	0	0	44	0
HOG0010798	28	373	10444	354	3.39	257	0.689	123	0.33	1030	127	337	303	167	1136	418	497	379	719	71	352	1054	419	506	1075	361	643	111	385	0	0	0	25	0	0	329	0
HOG0010799	28	342	9576	285	2.976	130	0.38	55	0.161	873	129	280	300	165	769	386	567	337	593	135	300	878	420	513	1059	464	639	109	375	0	0	0	0	0	0	285	0
HOG0010804	28	895	25060	420	1.676	527	0.589	330	0.369	1160	382	1439	1452	1049	1220	675	923	1604	1970	453	1749	1216	1550	1051	2732	1675	1128	168	1044	0	0	0	15	0	0	405	0
HOG0010810	24	300	7200	588	8.167	194	0.647	133	0.443	672	79	146	622	293	380	170	153	399	599	163	163	729	352	435	597	271	218	69	102	0	0	0	0	0	0	588	0
HOG0010814	27	246	6642	198	2.981	155	0.63	106	0.431	691	62	215	404	330	386	261	322	430	584	172	226	347	249	308	321	286	436	188	226	0	0	0	0	0	0	198	0
HOG0010815	28	246	6888	55	0.798	143	0.581	82	0.333	595	48	229	421	342	460	245	205	427	636	156	219	347	321	375	460	414	465	199	269	0	0	0	0	0	0	55	0
HOG0010840	29	409	11861	1039	8.76	249	0.609	128	0.313	889	195	237	334	378	1441	453	308	418	760	442	431	1111	480	464	1422	241	293	85	440	0	0	0	10	0	0	1029	0
HOG0010841	28	375	10500	429	4.086	220	0.587	97	0.259	932	217	242	327	410	791	494	271	388	664	297	302	1291	461	501	1374	200	363	83	463	0	0	0	1	0	0	428	0
HOG0010851	25	479	11975	482	4.025	222	0.463	108	0.225	550	237	764	651	784	696	364	477	700	1364	352	380	442	293	689	719	615	653	99	664	0	0	0	0	0	0	482	0
HOG0010858	21	111	2331	7	0.3	75	0.676	48	0.432	143	43	82	112	91	102	77	109	152	218	31	102	121	127	144	231	126	153	32	128	0	0	0	0	0	0	7	0
HOG0010863	25	213	5325	196	3.681	203	0.953	191	0.897	247	174	188	288	235	296	92	297	353	521	124	215	270	232	268	408	279	359	57	226	0	0	0	0	0	0	196	0
HOG0010896	28	288	8064	110	1.364	204	0.708	163	0.566	839	241	147	657	179	521	217	130	463	1010	73	180	533	337	966	477	234	417	157	176	0	0	0	1	0	0	109	0
HOG0010909	29	142	4118	91	2.21	103	0.725	69	0.486	307	284	181	271	49	175	47	191	156	351	112	88	323	277	373	234	236	283	1	88	0	0	0	0	0	0	91	0
HOG0010910	26	175	4550	39	0.857	100	0.571	45	0.257	291	362	228	374	89	205	69	192	115	426	61	106	390	374	223	262	238	203	1	302	0	0	0	0	0	0	39	0
HOG0010913	23	456	10488	347	3.309	87	0.191	10	0.022	821	168	293	399	667	977	95	997	335	1144	351	271	353	399	401	682	497	780	109	402	0	0	0	0	0	0	347	0
HOG0010924	25	294	7350	390	5.306	208	0.707	149	0.507	994	125	242	579	256	513	100	130	280	585	29	116	599	299	612	736	244	335	79	107	0	0	0	44	0	0	346	0
HOG0010947	28	230	6440	15	0.233	117	0.509	62	0.27	573	106	286	509	288	389	209	361	417	491	145	113	253	165	465	591	252	613	58	141	0	0	0	0	0	0	15	0
HOG0010965	19	359	6821	378	5.542	269	0.749	206	0.574	491	196	297	559	138	263	176	252	354	770	88	435	339	303	303	508	397	394	45	135	0	0	0	0	0	0	378	0
HOG0010976	27	129	3483	3	0.086	26	0.202	12	0.093	277	82	161	272	89	390	0	55	134	540	78	83	249	162	244	423	4	57	27	153	0	0	0	0	0	0	3	0
HOG0010982	30	722	21660	275	1.27	167	0.231	67	0.093	1527	241	1155	1666	448	1157	450	1591	1199	2501	441	1019	1055	820	1436	1300	1289	1606	95	389	0	0	0	2	0	0	273	0
HOG0011013	25	163	4075	238	5.84	152	0.933	108	0.663	199	53	154	323	223	124	58	181	252	403	108	272	231	156	304	400	171	145	23	57	0	0	0	2	0	0	236	0
HOG0011014	27	484	13068	758	5.8	409	0.845	335	0.692	551	192	734	854	359	662	475	572	782	1096	205	575	1096	609	896	808	680	470	154	540	0	0	0	0	0	0	758	0
HOG0011021	29	334	9686	2	0.021	61	0.183	43	0.129	861	319	280	257	392	352	193	929	167	1385	238	437	502	233	273	873	709	672	177	435	0	0	0	0	0	0	2	0
HOG0011058	25	723	18075	154	0.852	336	0.465	193	0.267	1031	519	945	1254	593	1196	460	693	862	1839	334	521	1157	930	821	1416	897	1435	411	607	0	0	0	0	0	0	154	0
HOG0011068	23	321	7383	282	3.82	166	0.517	87	0.271	771	80	163	518	278	709	164	162	340	594	87	135	814	313	573	703	212	308	47	130	0	0	0	0	0	0	282	0
HOG0011087	30	423	12690	519	4.09	299	0.707	248	0.586	846	412	354	278	670	479	403	752	541	1285	500	505	543	391	644	1143	614	1031	303	477	0	0	0	1	0	0	518	0
HOG0011102	22	394	8668	307	3.542	190	0.482	151	0.383	662	220	180	511	329	656	130	336	542	892	300	106	544	297	388	662	402	585	179	440	0	0	0	0	0	0	307	0
HOG0011103	31	361	11191	231	2.064	139	0.385	71	0.197	1055	279	223	659	674	824	123	516	749	1070	309	186	669	366	519	755	481	813	187	503	0	0	0	0	0	0	231	0
HOG0011139	28	285	7980	306	3.835	179	0.628	67	0.235	390	215	414	482	153	555	164	303	464	696	204	532	647	354	379	635	340	472	0	275	0	0	0	0	0	0	306	0
HOG0011142	31	181	5611	39	0.695	57	0.315	13	0.072	420	58	333	383	155	401	66	437	370	693	44	291	156	322	301	283	313	328	119	99	0	0	0	0	0	0	39	0
HOG0011210	31	402	12462	100	0.802	214	0.532	144	0.358	1066	174	600	791	301	414	247	628	1144	1298	590	509	730	530	498	651	734	952	60	445	0	0	0	0	0	0	100	0
HOG0011224	25	232	5800	516	8.897	181	0.78	90	0.388	347	119	103	452	247	560	170	190	293	279	156	167	277	268	259	338	362	336	77	284	0	0	0	0	0	0	516	0
HOG0011242	29	317	9193	219	2.382	234	0.738	175	0.552	686	486	131	241	702	484	312	639	239	1184	176	194	497	379	351	512	416	883	137	325	0	0	0	0	0	0	219	0
HOG0011243	22	311	6842	168	2.455	248	0.797	151	0.486	448	286	227	66	339	283	174	702	363	1094	155	224	276	174	292	492	264	497	50	268	0	0	0	1	0	0	167	0
HOG0011249	22	121	2662	6	0.225	101	0.835	69	0.57	155	262	86	112	107	221	25	132	128	343	84	94	122	77	63	211	168	200	4	62	0	0	0	0	0	0	6	0
HOG0011257	20	346	6920	275	3.974	231	0.668	134	0.387	541	194	283	522	250	498	120	413	315	477	156	305	442	318	462	392	275	328	123	231	0	0	0	2	0	0	273	0
HOG0011258	31	314	9734	463	4.757	230	0.732	170	0.541	338	344	440	939	468	592	226	550	617	750	237	328	570	408	574	353	447	472	213	405	0	0	0	0	0	0	463	0
HOG0011264	31	548	16988	257	1.513	186	0.339	102	0.186	1764	342	846	1385	486	1291	403	952	1298	1572	560	755	480	473	511	824	901	1439	105	344	0	0	0	0	0	0	257	0
HOG0011331	25	293	7325	147	2.007	120	0.41	70	0.239	554	147	307	455	305	675	189	335	298	646	241	351	334	201	467	359	362	660	52	240	0	0	0	2	0	0	145	0
HOG0011361	20	201	4020	149	3.706	93	0.463	48	0.239	305	68	202	585	127	187	48	142	246	240	128	126	149	263	154	270	255	237	20	119	0	0	0	0	0	0	149	0
HOG0011412	22	353	7766	219	2.82	191	0.541	127	0.36	293	195	262	385	388	254	352	481	340	1205	126	574	197	285	373	675	397	474	103	188	0	0	0	0	0	0	219	0
HOG0011425	30	191	5730	143	2.496	139	0.728	77	0.403	377	204	274	390	185	291	135	297	448	510	100	216	222	243	319	331	279	479	37	250	0	0	0	0	0	0	143	0
HOG0011465	20	514	10280	354	3.444	385	0.749	220	0.428	1033	164	523	462	526	788	275	208	207	1395	108	226	610	491	971	504	444	689	141	161	0	0	0	1	0	0	353	0
HOG0011466	30	498	14940	276	1.847	286	0.574	171	0.343	1325	159	642	608	1023	928	355	416	423	1939	240	419	981	684	1255	945	579	1247	233	263	0	0	0	0	0	0	276	0
HOG0011487	16	109	1744	2	0.115	51	0.468	16	0.147	70	64	79	63	104	186	0	135	47	237	42	94	34	54	78	134	95	199	0	27	0	0	0	0	0	0	2	0
HOG0011520	17	127	2159	36	1.667	111	0.874	91	0.717	193	179	107	78	96	110	37	66	70	219	48	71	100	50	39	189	223	163	22	63	0	0	0	0	0	0	36	0
HOG0011717	30	342	10260	88	0.858	141	0.412	99	0.289	514	303	277	343	759	412	96	662	583	1375	321	386	399	163	550	731	732	902	232	432	0	0	0	0	0	0	88	0
HOG0011761	25	189	4725	153	3.238	137	0.725	108	0.571	314	110	142	332	135	210	139	85	203	576	87	109	499	260	378	447	233	140	88	85	0	0	0	0	0	0	153	0
HOG0011762	22	224	4928	209	4.241	188	0.839	128	0.571	335	147	117	285	114	271	138	80	318	480	113	124	504	339	370	398	235	151	70	130	0	0	0	0	0	0	209	0
HOG0011907	19	112	2128	79	3.712	99	0.884	83	0.741	152	21	106	159	136	168	24	69	108	222	80	106	73	64	48	125	147	182	24	35	0	0	0	0	0	0	79	0
HOG0011920	19	285	5415	497	9.178	250	0.877	187	0.656	228	317	201	327	150	451	142	106	148	443	43	88	431	227	479	462	211	341	39	84	0	0	0	0	0	0	497	0
HOG0012029	22	753	16566	1307	7.89	595	0.79	458	0.608	439	45	1749	1957	230	690	816	296	755	508	230	598	336	721	1108	3262	564	518	119	318	0	0	0	0	0	0	1307	0
HOG0012093	25	172	4300	131	3.047	72	0.419	46	0.267	144	146	224	369	271	355	172	149	181	215	118	157	166	213	268	306	110	246	99	260	0	0	0	0	0	0	131	0
HOG0012151	27	619	16713	763	4.565	350	0.565	255	0.412	778	349	485	492	901	1215	363	1260	605	2265	400	731	789	525	610	1270	646	1079	487	700	0	0	0	0	0	0	763	0
HOG0012243	19	918	17442	1953	11.197	458	0.499	133	0.145	1547	226	728	1318	539	1064	295	681	977	1362	216	474	850	619	1123	857	788	1199	147	479	0	0	0	2	0	0	1951	0
HOG0012665	28	472	13216	390	2.951	324	0.686	194	0.411	1336	183	600	657	532	788	499	506	674	1619	239	439	648	480	562	1220	654	741	167	282	0	0	0	0	0	0	390	0
HOG0012986	25	283	7075	632	8.933	201	0.71	142	0.502	416	93	270	451	220	367	219	222	581	488	179	184	597	289	639	205	352	305	78	288	0	0	0	0	0	0	632	0
HOG0013740	29	316	9164	324	3.536	111	0.351	51	0.161	798	194	359	326	440	912	169	491	688	719	184	267	458	275	482	338	491	832	76	341	0	0	0	0	0	0	324	0
HOG0013878	26	993	25818	309	1.197	555	0.559	376	0.379	2378	367	864	1546	506	1574	701	1312	1059	2477	379	865	1815	952	1459	2378	1709	1895	382	891	0	0	0	0	0	0	309	0
HOG0013959	22	147	3234	239	7.39	93	0.633	57	0.388	193	90	128	100	246	116	54	283	82	438	101	71	112	44	25	155	158	305	109	185	0	0	0	0	0	0	239	0
HOG0014476	26	151	3926	44	1.121	41	0.272	1	0.007	107	103	206	254	258	306	27	285	392	437	51	253	102	252	98	239	132	204	26	150	0	0	0	0	0	0	44	0
HOG0014672	26	494	12844	47	0.366	218	0.441	143	0.289	947	314	656	940	552	1067	426	689	551	1107	335	495	539	297	706	793	753	1032	104	494	0	0	0	0	0	0	47	0
HOG0014977	20	254	5080	375	7.382	119	0.469	63	0.248	394	87	232	259	208	272	158	264	186	707	87	41	261	191	307	150	238	345	55	263	0	0	0	1	0	0	374	0
HOG0015295	28	430	12040	1058	8.787	169	0.393	66	0.153	841	352	737	608	323	589	182	842	509	770	310	489	662	363	555	888	624	958	139	241	0	0	0	0	0	0	1058	0
HOG0015432	30	185	5550	799	14.396	97	0.524	48	0.259	316	86	200	104	152	428	201	228	179	382	65	179	260	201	406	360	291	287	125	301	0	0	0	0	0	0	799	0
HOG0015439	29	346	10034	179	1.784	273	0.789	193	0.558	591	148	504	707	241	450	149	454	552	1046	190	333	1060	565	361	928	598	539	61	378	0	0	0	0	0	0	179	0
HOG0015497	20	171	3420	6	0.175	38	0.222	22	0.129	297	41	125	216	129	242	42	152	136	290	43	130	118	119	145	354	216	379	80	160	0	0	0	0	0	0	6	0
HOG0015707	27	519	14013	822	5.866	190	0.366	133	0.256	1232	325	204	534	827	1114	116	1008	475	1777	290	488	707	203	293	937	666	1244	262	489	0	0	0	0	0	0	822	0
HOG0015874	22	734	16148	586	3.629	605	0.824	511	0.696	846	364	715	1361	701	866	519	935	1474	1201	282	707	785	738	632	1148	835	898	89	466	0	0	0	0	0	0	586	0
HOG0015886	23	204	4692	26	0.554	48	0.235	24	0.118	278	228	145	180	282	136	69	415	113	590	143	185	264	99	159	274	249	427	87	343	0	0	0	0	0	0	26	0
HOG0016149	25	147	3675	122	3.32	99	0.673	68	0.463	345	111	120	262	28	266	53	144	312	116	51	202	129	182	206	344	459	95	69	59	0	0	0	0	0	0	122	0
HOG0016658	25	276	6900	129	1.87	143	0.518	67	0.243	444	151	337	496	290	305	251	461	377	764	85	223	341	419	303	443	253	396	100	332	0	0	0	0	0	0	129	0
HOG0016660	16	824	13184	75	0.569	53	0.064	27	0.033	626	96	941	2302	237	456	159	599	1347	878	239	321	881	384	1725	742	393	465	96	222	0	0	0	0	0	0	75	0
HOG0016798	30	789	23670	1337	5.649	397	0.503	293	0.371	1374	535	1275	1904	591	1087	671	1094	1280	1574	458	994	1862	1021	1129	1975	1365	1284	284	576	0	0	0	0	0	0	1337	0
HOG0017169	31	510	15810	1146	7.249	193	0.378	99	0.194	777	168	1019	1114	379	1158	594	539	1054	1158	364	775	792	591	1167	1611	628	451	231	94	0	0	0	0	0	0	1146	0
HOG0017253	27	1206	32562	1704	5.233	339	0.281	177	0.147	1998	499	1864	2685	819	1097	949	1826	3082	3299	875	1111	1671	1537	1245	2307	1250	1774	172	798	0	0	0	3	0	0	1701	0
HOG0017261	25	803	20075	937	4.667	621	0.773	422	0.526	1316	662	768	1052	529	1214	1131	679	513	1781	334	505	1731	1104	1340	2035	892	960	227	365	0	0	0	1	0	0	936	0
HOG0017430	29	297	8613	482	5.596	93	0.313	47	0.158	616	239	234	717	389	345	319	369	609	689	206	368	346	361	440	802	490	373	58	161	0	0	0	0	0	0	482	0
HOG0017469	30	275	8250	260	3.152	214	0.778	110	0.4	640	167	155	213	694	484	201	474	336	1156	101	202	360	226	175	868	404	528	201	405	0	0	0	0	0	0	260	0
HOG0017477	18	1883	33894	646	1.906	1495	0.794	1122	0.596	1856	681	1696	3286	663	1299	724	1864	2973	3036	717	1858	1709	1479	1033	3847	1966	1749	301	511	0	0	0	0	0	0	646	0
HOG0017505	30	928	27840	1037	3.725	488	0.526	361	0.389	1532	547	1024	1801	886	1628	956	1313	2011	2417	789	1433	1642	950	1146	2628	1366	1654	182	898	0	0	0	0	0	0	1037	0
HOG0017558	31	288	8928	356	3.987	170	0.59	119	0.413	518	75	854	1001	204	419	146	200	1032	678	230	265	546	430	206	563	474	539	56	136	0	0	0	1	0	0	355	0
HOG0017561	31	274	8494	283	3.332	184	0.672	138	0.504	316	130	397	703	378	383	95	568	868	667	288	390	598	250	549	422	249	496	166	298	0	0	0	3	0	0	280	0
